,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,ruff,astral-sh/ruff,['written-in-rust'],linters,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44,2026-03-26 18:37:23,2026-03-26 18:20:09,14675.0,1331.0,1948.0,100.0,15621.0,1650.0,6226.0,46709.0,2026-03-19 16:28:14,0.15.7,4316239.0,196192.0,100.0,"An extremely fast Python linter and code formatter, written in Rust.",166998.0,166998.0,844.0,44,True,1.0,
1,cython,cython/cython,['written-in-cpp'],compilers,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-03-24 12:29:39,2026-03-24 12:29:38,20136.0,252.0,1582.0,232.0,3405.0,1331.0,2826.0,10664.0,2026-01-04 13:13:45,3.2.4,435988.0,8548.0,57.0,The most widely used Python to C compiler.,214385.0,214385.0,583.0,43,True,1.0,
2,maturin,PyO3/maturin,['written-in-rust'],build-tools,https://github.com/PyO3/maturin,https://github.com/PyO3/maturin,Apache-2.0,2018-07-21 21:27:46,2026-03-26 10:49:52,2026-03-26 10:49:26,3952.0,166.0,379.0,31.0,2036.0,38.0,793.0,5507.0,2026-03-01 14:54:54,1.12.6,5977006.0,142309.0,100.0,"Build and publish crates with pyo3, cffi and uniffi bindings as well as rust binaries as python packages.",5421.0,5421.0,205.0,36,True,1.0,
3,RustPython,RustPython/RustPython,['written-in-rust'],interpreters,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-03-26 12:46:32,2026-03-26 12:43:34,16304.0,1234.0,1385.0,171.0,6120.0,281.0,1036.0,21918.0,,,257.0,21.0,1.0,A Python Interpreter written in Rust.,891.0,891.0,488.0,34,True,1.0,1.0
4,pixi,prefix-dev/pixi,['written-in-rust'],package-managers,https://github.com/prefix-dev/pixi,https://github.com/prefix-dev/pixi,BSD-3-Clause,2023-04-28 10:51:16,2026-03-26 16:28:44,2026-03-26 16:25:44,2960.0,217.0,463.0,27.0,3093.0,599.0,1727.0,6689.0,2026-03-17 16:09:15,0.66.0,4571884.0,175841.0,100.0,"Powerful system-level package manager for Linux, macOS and Windows written in Rust building on top of the Conda..",5.0,5.0,248.0,33,True,1.0,
5,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2026-03-26 17:09:05,2026-03-26 17:09:05,436.0,111.0,272.0,53.0,486.0,742.0,1917.0,18061.0,2026-03-26 16:28:47,0.0.26,212507.0,21250.0,67.0,"An extremely fast Python type checker and language server, written in Rust.",,,41.0,29,True,1.0,-5.0
6,memray,bloomberg/memray,['written-in-cpp'],profilers,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11,2026-03-26 02:38:45,2026-03-13 11:03:08,1436.0,25.0,434.0,59.0,521.0,43.0,219.0,14967.0,2026-03-13 14:36:46,1.19.2,,,33.0,Memray is a memory profiler for Python.,2005.0,2005.0,62.0,29,True,1.0,
7,pyrefly,facebook/pyrefly,['written-in-rust'],type-checkers,https://github.com/facebook/pyrefly,https://github.com/facebook/pyrefly,MIT,2025-02-19 21:09:33,2026-03-26 18:57:34,2026-03-26 18:53:52,12169.0,2288.0,292.0,20.0,980.0,388.0,1519.0,5515.0,2026-03-18 20:45:50,0.57.1,342.0,38.0,39.0,A fast type checker and language server for Python.,,,201.0,29,True,1.0,
8,robyn,sparckles/Robyn,['written-in-rust'],web-servers,https://github.com/sparckles/Robyn,https://github.com/sparckles/Robyn,BSD-2-Clause,2021-06-18 09:32:00,2026-03-23 18:10:29,2026-03-22 13:58:27,783.0,44.0,327.0,51.0,736.0,128.0,457.0,7176.0,2026-03-21 17:48:43,0.82.0,,,100.0,Robyn is a Super Fast Async Python Web Framework with a Rust runtime.,246.0,246.0,86.0,27,True,1.0,1.0
9,granian,emmett-framework/granian,['written-in-rust'],web-servers,https://github.com/emmett-framework/granian,https://github.com/emmett-framework/granian,BSD-3-Clause,2022-04-15 16:41:30,2026-03-22 19:50:49,2026-03-22 19:50:40,787.0,39.0,150.0,38.0,384.0,31.0,303.0,5191.0,2026-02-24 23:04:33,2.7.2,,,100.0,A Rust HTTP server for Python applications.,1090.0,1090.0,45.0,27,True,1.0,
10,rye,astral-sh/rye,['written-in-rust'],package-managers,https://github.com/astral-sh/rye,https://github.com/astral-sh/rye,MIT,2023-04-22 22:23:54,2026-02-05 00:39:05,2025-08-18 16:52:35,838.0,,462.0,59.0,588.0,310.0,372.0,14268.0,2025-02-26 23:56:38,0.44.0,4989802.0,146758.0,48.0,a Hassle-Free Python Experience.,1.0,1.0,111.0,26,True,3.0,
11,mamba,mamba-org/mamba,['written-in-cpp'],package-managers,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10,2026-03-25 12:04:01,2026-03-25 12:04:01,3279.0,46.0,433.0,46.0,2189.0,403.0,1614.0,7964.0,2026-01-08 20:30:21,2.5.0,,,85.0,The Fast Cross-Platform Package Manager.,,,179.0,26,True,3.0,1.0
12,codon,exaloop/codon,['written-in-cpp'],compilers,https://github.com/exaloop/codon,https://github.com/exaloop/codon,Apache-2.0,2021-09-27 17:56:34,2026-03-26 02:02:24,2026-03-26 02:02:22,945.0,21.0,598.0,137.0,173.0,90.0,426.0,16685.0,2026-03-04 00:09:30,0.19.6,54672.0,1401.0,20.0,"A high-performance, zero-overhead, extensible Python compiler with built-in NumPy support.",,,20.0,25,True,3.0,
13,uWSGI,unbit/uwsgi,['written-in-cpp'],web-servers,https://github.com/unbit/uwsgi,https://github.com/unbit/uwsgi,,2011-10-09 07:25:31,2025-10-11 19:16:25,2025-10-11 19:11:09,6933.0,,680.0,109.0,963.0,779.0,1006.0,3543.0,,,,,,uWSGI application server container.,60792.0,60792.0,374.0,24,False,3.0,
14,gpython,go-python/gpython,['written-in-go'],interpreters,https://github.com/go-python/gpython,https://github.com/go-python/gpython,BSD-3-Clause,2018-08-01 20:08:19,2026-03-02 13:02:41,2026-03-02 13:02:41,590.0,4.0,102.0,22.0,147.0,48.0,59.0,995.0,2023-06-28 08:00:04,0.2.0,999.0,10.0,6.0,gpython is a python interpreter written in go batteries not included.,231.0,231.0,24.0,21,True,2.0,
15,pyston,pyston/pyston,['written-in-cpp'],interpreters,https://github.com/pyston/pyston,https://github.com/pyston/pyston,,2021-03-01 22:38:24,2024-08-12 16:30:59,2024-08-12 16:30:56,107480.0,,94.0,35.0,215.0,37.0,58.0,2508.0,2022-09-26 19:13:22,pyston_2.3.5,36705.0,632.0,7.0,(No longer maintained) A faster and highly-compatible implementation of the Python programming language.,,,1036.0,20,False,3.0,
16,pylyzer,mtshiba/pylyzer,['written-in-rust'],type-checkers,https://github.com/mtshiba/pylyzer,https://github.com/mtshiba/pylyzer,MIT,2022-12-12 13:15:29,2025-05-10 02:10:33,2025-05-10 02:10:28,384.0,,41.0,15.0,11.0,20.0,99.0,2872.0,2025-02-25 08:42:22,0.0.82,38411.0,984.0,82.0,"A fast, feature-rich static code analyzer & language server for Python.",1.0,1.0,7.0,17,True,3.0,
