,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,uv,astral-sh/uv,['written-in-rust'],package-managers,https://github.com/astral-sh/uv,https://github.com/astral-sh/uv,Apache-2.0,2023-10-02 20:24:11,2026-05-07 18:20:29,2026-05-07 17:33:30,9062,678.0,3038,163,10335,2337,6562,84504,2026-05-06 20:08:24,0.11.11,94927969.0,7910664.0,100.0,"An extremely fast Python package and project manager, written in Rust.",16677.0,16677.0,540.0,45,True,1,
1,ruff,astral-sh/ruff,['written-in-rust'],linters,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44,2026-05-07 19:03:34,2026-05-07 19:03:30,15151,1162.0,2032,101,16311,1670,6313,47424,2026-04-24 18:18:25,0.15.12,5416433.0,235497.0,100.0,"An extremely fast Python linter and code formatter, written in Rust.",183002.0,183002.0,864.0,44,True,1,
2,cython,cython/cython,['written-in-cpp'],compilers,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-05-07 05:28:47,2026-05-07 05:28:47,20215,224.0,1584,231,3473,1339,2831,10715,2026-01-04 13:13:45,3.2.4,480856.0,9072.0,57.0,The most widely used Python to C compiler.,215255.0,215255.0,585.0,43,True,1,
3,maturin,PyO3/maturin,['written-in-rust'],build-tools,https://github.com/PyO3/maturin,https://github.com/PyO3/maturin,Apache-2.0,2018-07-21 21:27:46,2026-05-07 12:36:07,2026-05-07 12:36:07,3998,167.0,396,31,2085,33,818,5581,2026-04-09 15:13:48,1.13.1,6737217.0,153118.0,100.0,"Build and publish crates with pyo3, cffi and uniffi bindings as well as rust binaries as python packages.",5777.0,5777.0,212.0,36,True,1,
4,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2026-05-07 03:19:41,2026-05-06 04:54:52,477,104.0,287,53,533,796,2092,18530,2026-05-01 23:07:48,0.0.34,260002.0,21666.0,75.0,"An extremely fast Python type checker and language server, written in Rust.",5492.0,5492.0,42.0,35,True,1,
5,RustPython,RustPython/RustPython,['written-in-rust'],interpreters,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-05-06 11:44:12,2026-05-06 11:44:10,16542,805.0,1407,171,6387,279,1061,22035,,,754.0,53.0,1.0,A Python Interpreter written in Rust.,895.0,895.0,495.0,33,True,1,-1.0
6,pixi,prefix-dev/pixi,['written-in-rust'],package-managers,https://github.com/prefix-dev/pixi,https://github.com/prefix-dev/pixi,BSD-3-Clause,2023-04-28 10:51:16,2026-05-07 14:51:19,2026-05-07 14:51:17,3094,263.0,500,27,3271,599,1805,6983,2026-04-23 10:04:55,0.67.2,5756379.0,213199.0,100.0,"Powerful system-level package manager for Linux, macOS and Windows written in Rust building on top of the Conda..",5.0,5.0,261.0,33,True,2,
7,memray,bloomberg/memray,['written-in-cpp'],profilers,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11,2026-05-06 04:56:40,2026-05-06 04:56:40,1454,35.0,439,60,545,37,226,15010,2026-04-08 17:49:48,1.19.3,,,34.0,Memray is a memory profiler for Python.,2098.0,2098.0,65.0,29,True,1,
8,pyrefly,facebook/pyrefly,['written-in-rust'],type-checkers,https://github.com/facebook/pyrefly,https://github.com/facebook/pyrefly,MIT,2025-02-19 21:09:33,2026-05-07 19:16:37,2026-05-07 18:53:18,13076,2186.0,316,20,1160,417,1715,5679,2026-05-06 17:29:54,0.64.0,629.0,57.0,51.0,A fast type checker and language server for Python.,,,233.0,29,True,2,
9,granian,emmett-framework/granian,['written-in-rust'],web-servers,https://github.com/emmett-framework/granian,https://github.com/emmett-framework/granian,BSD-3-Clause,2022-04-15 16:41:30,2026-04-23 11:08:37,2026-04-23 10:39:24,795,23.0,151,39,390,32,310,5326,2026-04-23 12:28:01,2.7.4,,,100.0,A Rust HTTP server for Python applications.,1183.0,1183.0,45.0,27,True,1,
