,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,uv,astral-sh/uv,['written-in-rust'],package-managers,https://github.com/astral-sh/uv,https://github.com/astral-sh/uv,Apache-2.0,2023-10-02 20:24:11,2026-01-29 18:32:48,2026-01-29 17:50:21,8304,554,2486,149,9269,2286,6140,78096,2026-01-26 23:30:35,0.9.27,100741081,8395090,100,"An extremely fast Python package and project manager, written in Rust.",14251,14251,504,45,True,1,1.0
1,ruff,astral-sh/ruff,['written-in-rust'],linters,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44,2026-01-29 18:26:21,2026-01-29 18:07:37,13844,1203,1721,93,14566,1646,6052,45453,2026-01-22 22:31:25,0.14.14,3731002,177666,100,"An extremely fast Python linter and code formatter, written in Rust.",146807,146807,791,44,True,1,44.0
2,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2026-01-28 09:21:21,2026-01-28 09:21:21,365,141,198,52,408,711,1540,16863,2026-01-27 00:58:56,0.0.14,120454,15056,55,"An extremely fast Python type checker and language server, written in Rust.",1868,1868,35,34,True,1,
3,pixi,prefix-dev/pixi,['written-in-rust'],package-managers,https://github.com/prefix-dev/pixi,https://github.com/prefix-dev/pixi,BSD-3-Clause,2023-04-28 10:51:16,2026-01-29 17:03:07,2026-01-26 14:56:15,2816,236,419,26,2871,557,1659,6249,2026-01-19 15:43:02,0.63.2,3922065,150848,100,Package management made easy.,5,5,236,33,True,3,
