,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,uv,astral-sh/uv,['written-in-rust'],package-managers,https://github.com/astral-sh/uv,https://github.com/astral-sh/uv,Apache-2.0,2023-10-02 20:24:11,2026-06-18 19:53:27,2026-06-18 19:53:24,9386,643.0,3202,169,10788,2341,6709,86539,2026-06-11 18:20:26,0.11.21,106276359.0,8856363.0,100.0,"An extremely fast Python package and project manager, written in Rust.",17626.0,17626.0,560.0,46,True,1,
1,ruff,astral-sh/ruff,['written-in-rust'],linters,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44,2026-06-18 19:58:18,2026-06-18 19:50:43,15743,1147.0,2149,104,17312,1668,6415,48067,2026-06-18 18:26:34,0.15.18,6182441.0,268801.0,100.0,"An extremely fast Python linter and code formatter, written in Rust.",200664.0,200664.0,907.0,44,True,1,
2,cython,cython/cython,['written-in-cpp'],compilers,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-06-18 13:33:50,2026-06-18 13:33:50,20327,207.0,1581,231,3540,1347,2842,10769,2026-05-23 19:29:49,3.2.5,507561.0,9399.0,58.0,The most widely used Python to C compiler.,216037.0,216037.0,588.0,43,True,1,
3,maturin,PyO3/maturin,['written-in-rust'],build-tools,https://github.com/PyO3/maturin,https://github.com/PyO3/maturin,Apache-2.0,2018-07-21 21:27:46,2026-06-17 14:18:58,2026-06-17 14:18:58,4038,93.0,410,32,2121,39,830,5656,2026-06-12 00:13:19,1.14.0,7581538.0,172307.0,100.0,"Build and publish crates with pyo3, cffi and uniffi bindings as well as rust binaries as python packages.",6124.0,6124.0,217.0,36,True,1,
4,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2026-06-18 12:12:13,2026-06-18 10:58:21,529,104.0,303,53,599,808,2394,18980,2026-06-17 21:38:12,0.0.50,197523.0,15194.0,91.0,"An extremely fast Python type checker and language server, written in Rust.",7122.0,7122.0,47.0,35,True,1,
5,RustPython,RustPython/RustPython,['written-in-rust'],interpreters,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-06-18 20:10:46,2026-06-17 18:01:03,16838,564.0,1413,169,6699,285,1072,22124,,,1129.0,75.0,1.0,A Python Interpreter written in Rust.,896.0,896.0,499.0,33,True,1,
6,pixi,prefix-dev/pixi,['written-in-rust'],package-managers,https://github.com/prefix-dev/pixi,https://github.com/prefix-dev/pixi,BSD-3-Clause,2023-04-28 10:51:16,2026-06-18 15:23:53,2026-06-18 15:16:59,3289,345.0,527,29,3518,503,1998,7304,2026-06-08 14:14:44,0.70.2,6148961.0,227739.0,100.0,"Powerful system-level package manager for Linux, macOS and Windows written in Rust building on top of the Conda..",5.0,5.0,272.0,33,True,2,
7,pyrefly,facebook/pyrefly,['written-in-rust'],type-checkers,https://github.com/facebook/pyrefly,https://github.com/facebook/pyrefly,MIT,2025-02-19 21:09:33,2026-06-18 19:57:04,2026-06-18 15:15:28,13878,1855.0,406,21,1382,516,1915,6668,2026-06-17 16:05:16,1.1.0,2072.0,172.0,56.0,A fast type checker and language server for Python.,,,269.0,31,True,2,1.0
8,memray,bloomberg/memray,['written-in-cpp'],profilers,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11,2026-06-15 00:23:09,2026-06-12 00:32:24,1474,38.0,450,61,571,29,244,15123,2026-04-08 17:49:48,1.19.3,,,34.0,Memray is a memory profiler for Python.,2187.0,2187.0,71.0,29,True,1,
9,granian,emmett-framework/granian,['written-in-rust'],web-servers,https://github.com/emmett-framework/granian,https://github.com/emmett-framework/granian,BSD-3-Clause,2022-04-15 16:41:30,2026-06-10 18:45:24,2026-06-10 18:22:29,805,20.0,158,39,397,38,313,5428,2026-06-10 20:00:54,2.7.6,,,100.0,A Rust HTTP server for Python applications.,1292.0,1292.0,47.0,27,True,1,
