,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,uv,astral-sh/uv,['written-in-rust'],package-managers,https://github.com/astral-sh/uv,https://github.com/astral-sh/uv,Apache-2.0,2023-10-02 20:24:11,2026-03-05 19:11:28,2026-03-05 13:44:03,8586,629.0,2621,153,9657,2362,6254,80313,2026-03-03 21:39:09,0.10.8,106014070.0,8834505.0,100.0,"An extremely fast Python package and project manager, written in Rust.",15137.0,15137.0,517.0,45,True,1,
1,ruff,astral-sh/ruff,['written-in-rust'],linters,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44,2026-03-05 18:52:14,2026-03-05 18:11:25,14392,1305.0,1799,97,15244,1639,6156,46113,2026-02-26 20:05:18,0.15.4,4262261.0,185315.0,100.0,"An extremely fast Python linter and code formatter, written in Rust.",159529.0,159529.0,820.0,44,True,1,
2,cython,cython/cython,['written-in-cpp'],compilers,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-03-05 15:22:38,2026-03-05 15:22:38,20086,264.0,1580,232,3378,1329,2819,10643,2026-01-04 13:13:45,3.2.4,429493.0,8421.0,57.0,The most widely used Python to C compiler.,213903.0,213903.0,581.0,43,True,1,
3,maturin,PyO3/maturin,['written-in-rust'],build-tools,https://github.com/PyO3/maturin,https://github.com/PyO3/maturin,Apache-2.0,2018-07-21 21:27:46,2026-03-04 12:27:32,2026-03-04 12:26:37,3920,136.0,378,32,2009,48,776,5450,2026-03-01 14:54:54,1.12.6,5728534.0,136393.0,100.0,"Build and publish crates with pyo3, cffi and uniffi bindings as well as rust binaries as python packages.",5250.0,5250.0,205.0,36,True,1,
4,RustPython,RustPython/RustPython,['written-in-rust'],interpreters,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-03-05 16:19:22,2026-03-05 16:19:22,16159,1284.0,1378,172,5981,279,1031,21858,,,2141.0,142.0,43.0,A Python Interpreter written in Rust.,891.0,891.0,482.0,35,True,1,
5,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2026-03-04 20:36:05,2026-03-04 20:36:02,404,153.0,223,53,451,732,1784,17525,2026-03-02 15:52:44,0.0.20,256403.0,25640.0,61.0,"An extremely fast Python type checker and language server, written in Rust.",3181.0,3181.0,39.0,34,True,1,
6,pixi,prefix-dev/pixi,['written-in-rust'],package-managers,https://github.com/prefix-dev/pixi,https://github.com/prefix-dev/pixi,BSD-3-Clause,2023-04-28 10:51:16,2026-03-05 16:21:15,2026-03-05 13:26:34,2889,208.0,449,27,2990,582,1690,6509,2026-02-27 07:29:37,0.65.0,4528419.0,174169.0,100.0,Package management made easy.,5.0,5.0,242.0,33,True,2,
7,memray,bloomberg/memray,['written-in-cpp'],profilers,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11,2026-02-28 13:49:26,2026-02-28 13:49:24,1423,12.0,431,58,514,43,218,14913,2025-10-16 01:34:49,1.19.1,,,32.0,Memray is a memory profiler for Python.,1928.0,1928.0,61.0,29,True,1,
8,pyrefly,facebook/pyrefly,['written-in-rust'],type-checkers,https://github.com/facebook/pyrefly,https://github.com/facebook/pyrefly,MIT,2025-02-19 21:09:33,2026-03-05 17:36:15,2026-03-05 17:33:08,11559,1978.0,280,20,848,410,1379,5432,2026-03-03 20:23:19,0.55.0,218.0,24.0,36.0,A fast type checker and language server for Python.,,,192.0,29,True,2,1.0
9,rye,astral-sh/rye,['written-in-rust'],package-managers,https://github.com/astral-sh/rye,https://github.com/astral-sh/rye,MIT,2023-04-22 22:23:54,2026-02-05 00:39:05,2025-08-18 16:52:35,838,,462,58,588,310,372,14290,2025-02-26 23:56:38,0.44.0,4897281.0,144037.0,48.0,a Hassle-Free Python Experience.,1.0,1.0,111.0,26,True,3,
