,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,uv,astral-sh/uv,['written-in-rust'],package-managers,https://github.com/astral-sh/uv,https://github.com/astral-sh/uv,Apache-2.0,2023-10-02 20:24:11,2026-07-09 19:17:06,2026-07-09 19:15:33,9595,701.0,3293,172,11108,2356,6746,87290,2026-07-07 23:14:13,0.11.28,87507822.0,7292318.0,100.0,"An extremely fast Python package and project manager, written in Rust.",18058.0,18058.0,567.0,46,True,1,
1,ruff,astral-sh/ruff,['written-in-rust'],linters,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44,2026-07-09 19:20:41,2026-07-09 17:11:39,16079,1209.0,2211,108,17799,1675,6452,48486,2026-06-25 17:21:46,0.15.20,6617144.0,287701.0,100.0,"An extremely fast Python linter and code formatter, written in Rust.",208533.0,208533.0,923.0,44,True,1,44.0
2,cython,cython/cython,['written-in-cpp'],compilers,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-07-08 14:17:31,2026-07-08 13:51:16,20451,279.0,1582,231,3576,1341,2860,10787,2026-06-30 07:35:29,3.2.8,359931.0,6544.0,61.0,The most widely used Python to C compiler.,216370.0,216370.0,591.0,42,True,1,
3,maturin,PyO3/maturin,['written-in-rust'],build-tools,https://github.com/PyO3/maturin,https://github.com/PyO3/maturin,Apache-2.0,2018-07-21 21:27:46,2026-07-09 16:32:45,2026-07-09 16:32:45,4055,87.0,414,33,2137,38,836,5690,2026-06-19 05:03:56,1.14.1,8054861.0,178996.0,100.0,"Build and publish crates with pyo3, cffi and uniffi bindings as well as rust binaries as python packages.",6276.0,6276.0,220.0,36,True,1,
4,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2026-07-08 11:34:52,2026-07-08 11:02:11,563,116.0,310,51,634,805,2508,19148,2026-07-08 11:34:53,0.0.57,137842.0,9845.0,98.0,"An extremely fast Python type checker and language server, written in Rust.",7850.0,7850.0,49.0,35,True,1,
5,RustPython,RustPython/RustPython,['written-in-rust'],interpreters,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-07-09 12:42:08,2026-07-09 12:42:08,16939,581.0,1422,167,6805,287,1079,22164,,,1263.0,78.0,1.0,A Python Interpreter written in Rust.,896.0,896.0,498.0,33,True,1,
6,pixi,prefix-dev/pixi,['written-in-rust'],package-managers,https://github.com/prefix-dev/pixi,https://github.com/prefix-dev/pixi,BSD-3-Clause,2023-04-28 10:51:16,2026-07-09 18:32:01,2026-07-09 13:44:14,3394,397.0,533,29,3642,515,2036,7397,2026-07-09 13:59:11,0.72.2,4940007.0,190000.0,100.0,"Powerful system-level package manager for Linux, macOS and Windows written in Rust building on top of the Conda..",5.0,5.0,276.0,33,True,2,
7,pyrefly,facebook/pyrefly,['written-in-rust'],type-checkers,https://github.com/facebook/pyrefly,https://github.com/facebook/pyrefly,MIT,2025-02-19 21:09:33,2026-07-09 18:37:53,2026-07-09 18:33:55,14230,1698.0,427,21,1494,561,1993,6762,2026-06-18 23:46:43,1.1.1,2930.0,225.0,58.0,A fast type checker and language server for Python.,,,285.0,31,True,2,
8,memray,bloomberg/memray,['written-in-cpp'],profilers,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11,2026-07-08 20:16:47,2026-07-08 20:14:41,1475,26.0,451,61,575,30,244,15151,2026-04-08 17:49:48,1.19.3,,,34.0,Memray is a memory profiler for Python.,2220.0,2220.0,71.0,29,True,1,
9,granian,emmett-framework/granian,['written-in-rust'],web-servers,https://github.com/emmett-framework/granian,https://github.com/emmett-framework/granian,BSD-3-Clause,2022-04-15 16:41:30,2026-07-03 11:52:42,2026-07-03 11:31:03,818,27.0,164,40,408,40,316,5468,2026-07-03 12:42:16,2.7.9,,,100.0,A Rust HTTP server for Python applications.,1357.0,1357.0,47.0,27,True,1,
