,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,ruff,astral-sh/ruff,['written-in-rust'],linters,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44,2025-10-16 18:12:41,2025-10-16 17:44:13,12474.0,982.0,1572.0,90.0,12930.0,1565.0,5779.0,43104.0,2025-10-16 18:12:42,0.14.1,2704272.0,128774.0,100.0,"An extremely fast Python linter and code formatter, written in Rust.",127476.0,127476.0,736.0,44,True,1.0,
1,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2025-10-16 18:19:52,2025-10-16 18:13:39,213.0,61.0,126.0,52.0,234.0,415.0,721.0,12925.0,,,25793.0,5158.0,30.0,"An extremely fast Python type checker and language server, written in Rust.",351.0,351.0,24.0,27,True,1.0,
2,uv,astral-sh/uv,['written-in-rust'],package-managers,,,,,,,,,,,,,,,,,,,,,,,,0,False,,-38.0
