,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,uv,astral-sh/uv,['written-in-rust'],package-managers,https://github.com/astral-sh/uv,https://github.com/astral-sh/uv,Apache-2.0,2023-10-02 20:24:11,2026-01-15 18:22:39,2026-01-15 18:17:46,8168.0,490.0,2437.0,146.0,9098.0,2244.0,6109.0,77013.0,2026-01-13 23:24:44,0.9.25,93026000.0,7752166.0,100.0,"An extremely fast Python package and project manager, written in Rust.",13789.0,13789.0,501.0,44,True,1.0,1.0
1,ty,astral-sh/ty,['written-in-rust'],type-checkers,https://github.com/astral-sh/ty,https://github.com/astral-sh/ty,MIT,2025-05-02 16:37:51,2026-01-14 22:31:46,2026-01-14 22:14:04,356.0,141.0,189.0,53.0,398.0,699.0,1421.0,16516.0,2026-01-14 22:31:46,0.0.12,93702.0,11712.0,53.0,"An extremely fast Python type checker and language server, written in Rust.",1213.0,1213.0,33.0,34,True,1.0,2.0
2,pixi,prefix-dev/pixi,['written-in-rust'],package-managers,https://github.com/prefix-dev/pixi,https://github.com/prefix-dev/pixi,BSD-3-Clause,2023-04-28 10:51:16,2026-01-15 15:54:00,2026-01-15 15:54:00,2785.0,240.0,404.0,26.0,2819.0,518.0,1634.0,6106.0,2026-01-15 14:56:34,0.63.1,3857008.0,148346.0,100.0,Package management made easy.,5.0,5.0,229.0,33,True,3.0,
3,ruff,astral-sh/ruff,['written-in-rust'],linters,,,,,,,,,,,,,,,,,,,,,,,,0,False,,-44.0
